0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0.49628,-4.45216,-4.45249,-4.45557,-4.45365,-4.45071,-4.45418,-4.45068,-4.47655,-2.8763900000000002,-4.448169999999999,-4.4497800000000005,-4.451630000000001,-4.4505099999999995,-4.45361,-4.45566,-4.4526699999999995,-4.45426,-2.87682,0.48936,-1.75406,-4.45172,0.43626000000000004,-4.45373,-3.2936400000000003,-4.45547,0.35715,-4.45488,-3.6337099999999998,-4.4484900000000005,0.33983,-4.45204,1.00633,-4.45226,0.7829,-4.46716,1.13026,-4.46851,0.49735,-2.62453,-4.44881,-4.45178,-4.45183,-4.42584,-4.45036,-4.45447,-4.4528,-4.4552,-4.45582,-4.45421,-4.45587,-4.45432,-4.4549199999999995,-4.45001,-4.456930000000001,-4.45903,-4.45718
0.49638000000000004,-4.4525,-4.45255,-4.45533,-4.4538199999999994,-4.451280000000001,-4.45405,-4.450480000000001,-4.47738,-2.89415,-4.44846,-4.45322,-4.45178,-4.45014,-4.4538199999999994,-4.45613,-4.45298,-4.45483,-2.80681,0.48955,-1.8244,-4.45215,0.42988999999999994,-4.4536,-3.3596699999999995,-4.4562,0.35949000000000003,-4.45487,-3.6809800000000004,-4.44854,0.34008,-4.45261,1.0057,-4.45201,0.7832600000000001,-4.4676599999999995,1.1305399999999999,-4.46862,0.49709,-2.6240099999999997,-4.44848,-4.45221,-4.4518699999999995,-4.40435,-4.4505099999999995,-4.4551300000000005,-4.452459999999999,-4.45495,-4.45608,-4.4534400000000005,-4.45563,-4.4546,-4.45504,-4.45006,-4.4569,-4.4594,-4.45718
0.49617,-4.45225,-4.4528300000000005,-4.45507,-4.45331,-4.4513300000000005,-4.45394,-4.4495,-4.47728,-2.90478,-4.44736,-4.4528,-4.45207,-4.44987,-4.45351,-4.45613,-4.45301,-4.45448,-2.82626,0.48944,-1.6865599999999998,-4.45183,0.43568,-4.4535,-3.3319,-4.45616,0.35664,-4.45447,-3.70051,-4.44877,0.34125,-4.45205,1.0054,-4.45184,0.78282,-4.46751,1.12984,-4.46783,0.49742,-2.62261,-4.448119999999999,-4.45175,-4.4523,-4.428640000000001,-4.45001,-4.4547300000000005,-4.45289,-4.45453,-4.45604,-4.4548,-4.45547,-4.454330000000001,-4.45541,-4.4497599999999995,-4.45654,-4.45947,-4.45742
0.49641,-4.4522,-4.4529,-4.45562,-4.45333,-4.4514,-4.45452,-4.44844,-4.4772,-2.9210599999999998,-4.44735,-4.45253,-4.451969999999999,-4.45034,-4.45328,-4.45605,-4.45125,-4.45273,-2.8862,0.48932,-1.54209,-4.45176,0.43709,-4.45401,-3.1637,-4.45599,0.35769,-4.4547099999999995,-3.5744,-4.44877,0.34118000000000004,-4.45185,1.00426,-4.452459999999999,0.78195,-4.46745,1.12965,-4.46814,0.49699,-2.61978,-4.44864,-4.4514,-4.4520599999999995,-4.428780000000001,-4.4497,-4.45406,-4.45298,-4.4548,-4.45567,-4.454330000000001,-4.45582,-4.45378,-4.45525,-4.45028,-4.45644,-4.45921,-4.45758
0.4963,-4.45231,-4.45261,-4.45571,-4.45366,-4.45098,-4.454280000000001,-4.44986,-4.47726,-2.8382099999999997,-4.44699,-4.45248,-4.45162,-4.45011,-4.45352,-4.45564,-4.45289,-4.45455,-2.81664,0.4895,-1.49431,-4.45185,0.43656000000000006,-4.454,-3.0407900000000003,-4.455769999999999,0.35764,-4.45514,-3.50209,-4.4484699999999995,0.34263000000000005,-4.45226,1.00603,-4.452459999999999,0.78156,-4.46721,1.12972,-4.46852,0.49741,-2.62195,-4.44872,-4.45185,-4.45178,-4.428780000000001,-4.4501800000000005,-4.45394,-4.45268,-4.45519,-4.45576,-4.45362,-4.45591,-4.4543099999999995,-4.455,-4.45022,-4.45704,-4.459,-4.45745
0.49617,-4.45256,-4.45251,-4.455509999999999,-4.4539599999999995,-4.4512599999999996,-4.4542,-4.45063,-4.478269999999999,-2.84333,-4.44688,-4.4535,-4.45178,-4.4499699999999995,-4.45376,-4.45595,-4.4526699999999995,-4.45461,-2.8639799999999997,0.48875,-1.42864,-4.45207,0.43737,-4.45354,-2.98014,-4.45608,0.35265,-4.455030000000001,-3.44919,-4.4484900000000005,0.34306,-4.45247,1.00614,-4.45195,0.7824800000000001,-4.46767,1.12962,-4.46849,0.4971,-2.6217200000000003,-4.44866,-4.4524099999999995,-4.45209,-4.42937,-4.45031,-4.454280000000001,-4.45201,-4.4548,-4.456230000000001,-4.45295,-4.4555,-4.45421,-4.45485,-4.44984,-4.4569,-4.45932,-4.4569
0.4962,-4.452380000000001,-4.45295,-4.45516,-4.4535,-4.45142,-4.45407,-4.45046,-4.47729,-2.8523,-4.44811,-4.4524300000000006,-4.45207,-4.4499,-4.45343,-4.456180000000001,-4.45248,-4.45376,-2.79996,0.4894,-1.4598,-4.4517,0.43818999999999997,-4.4533,-2.98638,-4.456119999999999,0.35844000000000004,-4.45452,-3.4085,-4.4489,0.34181999999999996,-4.45224,1.00555,-4.452030000000001,0.78165,-4.46781,1.1293,-4.4680800000000005,0.49736,-2.62204,-4.44819,-4.452,-4.45242,-4.43296,-4.44998,-4.45495,-4.45273,-4.45461,-4.45606,-4.4545,-4.45528,-4.45413,-4.45539,-4.449730000000001,-4.456519999999999,-4.4595,-4.4573599999999995
0.49617,-4.4520599999999995,-4.45291,-4.45563,-4.45322,-4.45105,-4.45442,-4.45052,-4.47675,-2.8618099999999997,-4.44845,-4.44916,-4.45204,-4.45033,-4.45319,-4.45606,-4.45286,-4.45404,-2.81858,0.48926000000000003,-1.57185,-4.45151,0.43566000000000005,-4.45381,-3.14053,-4.45592,0.35506,-4.45453,-3.48792,-4.4489,0.34274,-4.45174,1.00555,-4.45233,0.78318,-4.46742,1.12868,-4.468030000000001,0.49712,-2.6244099999999997,-4.44859,-4.4515400000000005,-4.45216,-4.43269,-4.44985,-4.45458,-4.45286,-4.45491,-4.45568,-4.4543099999999995,-4.455830000000001,-4.45381,-4.45507,-4.45015,-4.45625,-4.45905,-4.45744
0.49628,-4.45196,-4.45252,-4.45566,-4.45352,-4.45098,-4.45446,-4.45084,-4.47711,-2.87806,-4.448919999999999,-4.45255,-4.45186,-4.4503900000000005,-4.45362,-4.4558,-4.453180000000001,-4.45481,-2.8633599999999997,0.48931,-1.76043,-4.45179,0.43628,-4.45397,-3.30459,-4.45569,0.35620999999999997,-4.45498,-3.64269,-4.44873,0.34121999999999997,-4.452,1.00629,-4.4524,0.78179,-4.467280000000001,1.12868,-4.46866,0.49737,-2.6292299999999997,-4.44883,-4.451890000000001,-4.451890000000001,-4.43145,-4.4503900000000005,-4.45449,-4.4527,-4.45539,-4.45581,-4.45359,-4.45602,-4.45429,-4.4549,-4.45022,-4.45699,-4.4589300000000005,-4.45731
0.49628,-4.45254,-4.45228,-4.45533,-4.4538400000000005,-4.45101,-4.45404,-4.4502,-4.47749,-2.89302,-4.4477,-4.45279,-4.4515199999999995,-4.45015,-4.45374,-4.4558599999999995,-4.45295,-4.45451,-2.7964900000000004,0.48895,-1.83959,-4.452030000000001,0.44223999999999997,-4.45367,-3.3705300000000005,-4.45593,0.35438000000000003,-4.4551,-3.68744,-4.44853,0.3419,-4.45218,1.00653,-4.45178,0.78068,-4.46739,1.12799,-4.46836,0.49704,-2.63062,-4.44841,-4.45193,-4.45207,-4.43075,-4.45014,-4.45495,-4.4521,-4.45488,-4.45631,-4.45336,-4.45569,-4.45413,-4.45527,-4.44954,-4.45695,-4.4595199999999995,-4.456840000000001
0.49627,-4.45244,-4.4528099999999995,-4.4551,-4.45349,-4.45151,-4.453880000000001,-4.4486099999999995,-4.47772,-2.91039,-4.447,-4.45242,-4.45205,-4.44974,-4.45351,-4.456230000000001,-4.45282,-4.4545900000000005,-2.80911,0.48931,-1.7037099999999998,-4.45196,0.43803000000000003,-4.453469999999999,-3.3471900000000003,-4.45631,0.35675,-4.45467,-3.70793,-4.44876,0.3426,-4.45212,1.00538,-4.4518699999999995,0.7810600000000001,-4.46778,1.12834,-4.46814,0.49709,-2.63443,-4.448259999999999,-4.451569999999999,-4.45239,-4.42375,-4.44995,-4.45528,-4.45253,-4.4547300000000005,-4.45616,-4.45451,-4.4555,-4.4543099999999995,-4.45552,-4.44987,-4.4566300000000005,-4.459630000000001,-4.45737
0.49616000000000005,-4.45222,-4.45301,-4.45557,-4.45333,-4.45136,-4.45449,-4.44956,-4.47778,-2.83039,-4.4469,-4.45216,-4.45201,-4.45006,-4.45311,-4.45599,-4.45308,-4.45395,-2.8671,0.4893,-1.55575,-4.45162,0.43683999999999995,-4.453790000000001,-3.17366,-4.45603,0.35448,-4.4545699999999995,-3.59114,-4.44873,0.34334000000000003,-4.45193,1.00593,-4.4522900000000005,0.78174,-4.46749,1.12792,-4.46799,0.49704,-2.63639,-4.44843,-4.45113,-4.4520599999999995,-4.43296,-4.4497800000000005,-4.45425,-4.45256,-4.454280000000001,-4.45573,-4.45442,-4.45581,-4.453790000000001,-4.45522,-4.4501800000000005,-4.45646,-4.45927,-4.4577
0.49618999999999996,-4.45219,-4.45271,-4.45579,-4.45352,-4.45097,-4.45444,-4.45049,-4.47689,-2.83458,-4.44904,-4.45279,-4.45169,-4.4503,-4.4534400000000005,-4.45568,-4.45334,-4.4547,-2.79652,0.48933999999999994,-1.50604,-4.45177,0.43981000000000003,-4.45401,-3.05919,-4.4557,0.35613,-4.45519,-3.50849,-4.4484699999999995,0.3424,-4.45207,1.00633,-4.45245,0.78158,-4.46725,1.12825,-4.46856,0.49709,-2.6388599999999998,-4.44879,-4.45134,-4.4519400000000005,-4.4349099999999995,-4.4501800000000005,-4.453930000000001,-4.45253,-4.45512,-4.45571,-4.45334,-4.45596,-4.45399,-4.45496,-4.4499699999999995,-4.45696,-4.45899,-4.4574300000000004
